ID;Name;Birthday;Films
4627;Andrew Reimer;1970-01-01;[[1640, Executive Producer], [9515, Executive Producer]]
4628;Amanda Scarano;1970-01-01;[[9515, Producer]]
4629;Joel Edgerton;1974-06-23;[[328425, Producer]]
4630;Leanna Creel;1970-08-27;[[10050, Producer], [24746, Producer]]
4631;Richard Hull;1970-01-01;[[10050, Producer], [34043, Producer]]
4632;Daniel Rappaport;1970-01-01;[[1542, Producer]]
4633;Lona Williams;1970-01-01;[[10490, Executive Producer]]
4634;Scott Alexander;1970-01-01;[[87093, Producer]]
4635;Larry Karaszewski;1970-01-01;[[87093, Producer]]
4636;Christian Slater;1969-08-18;[[10029, Executive Producer]]
4637;Michael Schiffer;1970-01-01;[[10029, Producer]]
4638;Cindy Cowan;1970-01-01;[[17622, Executive Producer], [10029, Producer]]
4639;Joanna Johnson;1970-01-01;[[10029, Producer]]
4640;Charles Weinstock;1970-01-01;[[9893, Producer]]
4641;Bob Cooper;1970-01-01;[[9893, Producer]]
4642;Karen Lunder;1970-01-01;[[9893, Producer]]
4643;Howard Gottfried;1970-01-01;[[11507, Executive Producer], [10774, Producer]]
4644;Tracey Scoffield;1970-01-01;[[3472, Executive Producer]]
4645;Teresa Moneo;1970-01-01;[[3472, Executive Producer]]
4646;Jonathan van Tulleken;1970-01-01;[[87818, Producer]]
4647;Jason Taragan;1970-01-01;[[87818, Producer]]
4648;Jenny Serneholt;1970-01-01;[[87818, Producer]]
4649;Joy Gorman;1970-01-01;[[88005, Producer]]
4650;John Morrissey;1970-01-01;[[9282, Producer], [73, Producer]]
4651;Kearie Peak;1970-01-01;[[73, Executive Producer]]
4652;Brett Forbes;1970-01-01;[[134597, Producer]]
4653;Patrick Rizzotti;1970-01-01;[[134597, Producer]]
4654;Stephen Swofford;1970-01-01;[[24034, Producer]]
4655;Sarah Curtis;1970-01-01;[[7942, Producer]]
4656;Joseph Infantolino;1970-01-01;[[7942, Executive Producer]]
4657;Alexa L. Fogel;1970-01-01;[[7942, Executive Producer]]
4658;Douglas Green;1970-01-01;[[73247, Executive Producer]]
4659;Mike Binder;1958-06-02;[[253331, Producer]]
4660;Todd Lewis;1970-01-01;[[253331, Producer]]
4661;Wendy Thorlakson;1970-01-01;[[34043, Producer]]
4662;Robyn Klein;1970-01-01;[[9952, Producer]]
4663;Jimmy de Brabant;1970-01-01;[[9952, Executive Producer]]
4664;Michael Dounaev;1970-01-01;[[9952, Executive Producer]]
4665;Jeff Geoffray;1970-01-01;[[9952, Producer]]
4666;Walter Josten;1970-01-01;[[9952, Producer]]
4667;Freddy Braidy;1970-01-01;[[9952, Executive Producer]]
4668;Elton Brand;1979-03-11;[[9952, Producer]]
4669;Steve Marlton;1970-01-01;[[9952, Producer]]
4670;Nick N. Raslan;1970-01-01;[[9952, Executive Producer]]
4671;Kami Naghdi;1970-01-01;[[9952, Executive Producer]]
4672;Adam W. Rosen;1970-01-01;[[9952, Producer]]
4673;Harry Knapp;1970-01-01;[[9952, Producer]]
4674;Gerald Green;1970-01-01;[[9952, Executive Producer], [6106, Producer]]
4675;Tilda Swinton;1960-11-05;[[41110, Producer], [71859, Executive Producer]]
4676;Luca Guadagnino;1970-01-01;[[41110, Producer]]
4677;Marco Morabito;1970-01-01;[[41110, Producer]]
4678;Alessandro Usai;1970-01-01;[[41110, Producer]]
4679;Harmon Kaslow;1970-01-01;[[134371, Producer], [199933, Producer]]
4680;Jeff Freilich;1970-01-01;[[134371, Producer]]
4681;John Aglialoro;1970-01-01;[[134371, Producer], [199933, Producer]]
4682;Hilary Henkin;1970-01-01;[[2088, Producer]]
4683;Scott Kramer;1970-01-01;[[15186, Producer], [10388, Producer]]
4684;Don Cheadle;1964-11-29;[[1640, Producer]]
4685;Mark R. Harris;1970-01-01;[[1640, Producer], [3033, Producer]]
4686;Robert Moresco;1970-01-01;[[1640, Producer]]
4687;Bob Last;1970-01-01;[[25520, Executive Producer]]
4688;Olivia Stewart;1970-01-01;[[25520, Producer]]
4689;L?o L. Fuchs;1970-01-01;[[27342, Producer]]
4690;Aviv Giladi;1970-01-01;[[329440, Executive Producer]]
4691;Tory Metzger;1970-01-01;[[329440, Producer]]
4692;Len Blavatnik;1957-06-14;[[329440, Executive Producer]]
4693;Franklin J. Schaffner;1970-01-01;[[47890, Executive Producer]]
4694;Noah Baumbach;1969-09-03;[[121986, Producer], [252512, Producer]]
4695;Jami Gertz;1965-10-28;[[55720, Producer]]
4696;Christian McLaughlin;1970-01-01;[[55720, Producer]]
4697;Stacey Lubliner;1970-01-01;[[55720, Producer]]
4698;Luc Roeg;1970-01-01;[[9613, Executive Producer], [71859, Producer]]
4699;Charles Finch;1970-01-01;[[9613, Executive Producer]]
4700;Catherine Bailey;1970-01-01;[[9613, Producer]]
4701;Ehud Bleiberg;1970-01-01;[[18516, Producer], [325173, Producer], [68812, Producer]]
4702;Ariel Vromen;1970-01-01;[[68812, Producer]]
4703;Zev Foreman;1970-01-01;[[152532, Executive Producer], [253626, Producer], [73567, Executive Producer]]
4704;Tom Werner;1950-04-12;[[9809, Executive Producer], [10071, Producer]]
4705;Caryn Mandabach;1970-01-01;[[9809, Executive Producer], [10071, Executive Producer]]
4706;Michael Shear;1970-01-01;[[10071, Producer]]
4707;St?phane Kooshmanian;1970-01-01;[[1989, Producer]]
4708;Wai-Chung Chan;1970-01-01;[[1989, Producer]]
4709;Kwok-fai Yeung;1970-01-01;[[11770, Producer]]
4710;Vincent Gallo;1961-04-11;[[12703, Producer]]
4711;Marin Karmitz;1970-01-01;[[10930, Producer], [64559, Producer]]
4712;Jon Stewart;1962-11-28;[[222649, Producer]]
4713;Atilla Salih Yƕcer;1970-01-01;[[222649, Producer]]
4714;John Logan;1970-01-01;[[101173, Producer]]
4715;Ralph Fiennes;1962-12-22;[[101173, Producer]]
4716;Kim Fuller;1970-01-01;[[10034, Producer]]
4717;Chris Hanley;1970-01-01;[[1359, Producer], [9464, Producer], [18191, Producer], [11229, Producer], [13006, Executive Producer], [122081, Producer], [12079, Producer], [1443, Producer], [27845, Producer], [32456, Producer], [25968, Producer]]
4718;Stuart Gordon;1970-01-01;[[18191, Producer]]
4719;Al Corley;1970-01-01;[[18191, Executive Producer], [8141, Producer]]
4720;Kevin Ragsdale;1970-01-01;[[18191, Producer]]
4721;Ryan R. Johnson;1970-01-01;[[18191, Executive Producer]]
4722;Stephen Hays;1970-01-01;[[18191, Executive Producer]]
4723;Sam Englebardt;1970-01-01;[[18191, Executive Producer], [246403, Producer]]
4724;Duffy Hecht;1970-01-01;[[18191, Producer]]
4725;Molly Hassell;1970-01-01;[[18191, Producer]]
4726;Scott Bloom;1970-01-01;[[31007, Producer]]
4727;Giovanni Agnelli;1970-01-01;[[31007, Producer]]
4728;Matthias Emcke;1970-01-01;[[268171, Producer]]
4729;Justin Bell;1970-01-01;[[268171, Producer]]
4730;Cesar Canavati;1970-01-01;[[268171, Producer]]
4731;Carlos Garcia de Paredes;1970-01-01;[[268171, Producer]]
4732;Macdara Kelleher;1970-01-01;[[245846, Producer]]
4733;Naomi Wenck;1970-01-01;[[245846, Producer]]
4734;Justin Berfield;1986-02-25;[[15017, Producer]]
4735;Gerardo Herrero;1970-01-01;[[12245, Producer], [25376, Executive Producer]]
4736;Ɓlex de la Iglesia;1970-01-01;[[12245, Producer]]
4737;Mariela Besuievski;1970-01-01;[[12245, Producer], [25376, Producer]]
4738;Andrew Traucki;1970-01-01;[[49787, Producer]]
4739;Michael Robertson;1970-01-01;[[49787, Producer]]
4740;Amos Adetuyi;1970-01-01;[[66767, Producer]]
4741;Deborah Calla;1970-01-01;[[66767, Producer]]
4742;Ricardo Whately;1970-01-01;[[66767, Producer]]
4743;Kari Skogland;1970-01-01;[[17622, Producer]]
4744;Michael Ryan;1970-01-01;[[17622, Executive Producer]]
4745;Nicole Carmen-Davis;1970-01-01;[[17622, Executive Producer]]
4746;Elsie Choi;1970-01-01;[[17622, Executive Producer]]
4747;Peter La Terriere;1970-01-01;[[17622, Producer]]
4748;Alice Clough;1970-01-01;[[17622, Producer]]
4749;Stephen Kaye;1970-01-01;[[17622, Producer]]
4750;Amanda Kenyon;1970-01-01;[[17622, Producer]]
4751;Karyn Edwards;1970-01-01;[[17622, Executive Producer]]
4752;Kyle Lundberg;1970-01-01;[[17622, Executive Producer]]
4753;Werner Wirsing;1970-01-01;[[18516, Producer]]
4754;Gurinder Chadha;1970-01-01;[[455, Producer], [42057, Producer]]
4755;Paul Mayeda Berges;1970-01-01;[[455, Producer], [42057, Executive Producer]]
4756;Chris Curling;1970-01-01;[[42057, Executive Producer], [15013, Producer]]
4757;Sid Sheinberg;1970-01-01;[[17577, Producer]]
4758;Bill Sheinberg;1970-01-01;[[17577, Producer]]
4759;Jonathan Sheinberg;1970-01-01;[[17577, Producer]]
4760;Steve B. Harris;1970-01-01;[[17577, Producer]]
4761;Marc Bienstock;1970-01-01;[[78383, Producer], [298312, Producer]]
4762;Mark Slone;1970-01-01;[[125490, Executive Producer], [43090, Executive Producer]]
4763;Julie Lawrence;1970-01-01;[[43090, Producer]]
4764;Sheila O'Gorman;1970-01-01;[[43090, Producer]]
4765;Andy Garca;1956-04-12;[[28053, Producer], [9700, Executive Producer]]
4766;Aaron Mazzolini;1970-01-01;[[14351, Producer], [9700, Executive Producer]]
4767;Sarik Andreasyan;1970-01-01;[[250066, Producer]]
4768;Tove Christensen;1970-01-01;[[250066, Producer], [13537, Producer]]
4769;Vladimir Polyakov;1970-01-01;[[250066, Producer]]
4770;Georgy Malkov;1970-01-01;[[250066, Producer]]
4771;Gevond Andreasyan;1970-01-01;[[250066, Producer]]
4772;Harry Saltzman;1970-01-01;[[681, Producer], [646, Producer], [657, Producer], [658, Producer], [253, Producer], [668, Producer], [682, Producer], [660, Producer], [667, Producer]]
4773;Gary Sherman;1970-01-01;[[10306, Executive Producer]]
4774;Stanley Kramer;1970-01-01;[[288, Producer], [11576, Producer], [821, Producer]]
4775;Esther Garca;1970-01-01;[[20, Producer], [219, Producer]]
4776;Agustn Almodƈvar;1970-01-01;[[20, Executive Producer], [219, Executive Producer]]
4777;Leonard Mogel;1970-01-01;[[11827, Executive Producer]]
4778;Hans Syz;1970-01-01;[[244316, Executive Producer]]
4779;Dominic Ianno;1970-01-01;[[244316, Executive Producer]]
4780;Tai Duncan;1970-01-01;[[244316, Producer]]
4781;Stuart Pollok;1970-01-01;[[244316, Executive Producer]]
4782;Peter Garde;1970-01-01;[[10913, Executive Producer], [62215, Executive Producer]]
4783;Meta Louise Foldager;1970-01-01;[[62215, Producer]]
4784;Louise Vesth;1970-01-01;[[62215, Producer]]
4785;Nelson Woss;1970-01-01;[[66125, Producer]]
4786;John Fremes;1970-01-01;[[66125, Executive Producer]]
4787;Daniel Taplitz;1970-01-01;[[66125, Executive Producer]]
4788;Joel Pearlman;1970-01-01;[[66125, Executive Producer]]
4789;Julie Ryan;1970-01-01;[[66125, Producer]]
4790;Randy Hermann;1970-01-01;[[66125, Executive Producer]]
4791;Ron Woss;1970-01-01;[[66125, Executive Producer]]
4792;Aditya Chopra;1971-05-21;[[132316, Producer], [26815, Producer], [14165, Producer], [4251, Producer]]
4793;Ivor Powell;1970-01-01;[[348, Producer]]
4794;Walter Mirisch;1970-01-01;[[14811, Executive Producer], [5925, Executive Producer]]
4795;Mary Ann Tanedo;1970-01-01;[[68684, Producer]]
4796;Richard Weager;1970-01-01;[[68684, Producer]]
4797;Takashi Bufford;1970-01-01;[[9400, Producer]]
4798;Michael Moore;1954-04-23;[[1430, Producer], [1777, Producer], [1779, Producer], [2359, Producer], [13516, Producer]]
4799;Meghan O'Hara;1970-01-01;[[2359, Producer]]
4800;Rehya Young;1970-01-01;[[2359, Producer]]
4801;Jason Kliot;1970-01-01;[[13483, Producer], [10472, Producer], [11600, Producer]]
4802;Joana Vicente;1970-01-01;[[13483, Producer], [10472, Producer], [11600, Producer]]
4803;Hanno Huth;1970-01-01;[[2211, Producer], [11282, Executive Producer], [1024, Executive Producer], [10981, Executive Producer]]
4804;David Brewington;1970-01-01;[[11282, Executive Producer]]
4805;Luke Ryan;1970-01-01;[[11282, Executive Producer]]
4806;George Folsey Jr.;1970-01-01;[[1621, Executive Producer]]
4807;Aaron Russo;1970-01-01;[[16323, Producer], [1621, Producer]]
4808;Irwin Russo;1970-01-01;[[1621, Producer]]
4809;Sam Williams;1970-01-01;[[1621, Producer]]
4810;Lisa Tornell;1970-01-01;[[16428, Producer], [9685, Producer], [18892, Producer]]
4811;Bruce Sharman;1970-01-01;[[10705, Producer]]
4812;Lori Keith Douglas;1970-01-01;[[16727, Producer], [8272, Producer]]
4813;Erica Westheimer;1970-01-01;[[8272, Producer]]
4814;Fred Westheimer;1970-01-01;[[8272, Executive Producer]]
4815;Kenneth Kokin;1970-01-01;[[1619, Producer]]
4816;Russell D. Markowitz;1970-01-01;[[1619, Executive Producer]]
4817;Lee Solomon;1970-01-01;[[9685, Executive Producer]]
4818;Helen Beadleston;1970-01-01;[[9685, Executive Producer]]
4819;Fran Lucci;1970-01-01;[[9685, Executive Producer]]
4820;John Shepherd;1970-01-01;[[12586, Producer], [14624, Producer]]
4821;Cleve Landsberg;1970-01-01;[[14624, Producer]]
4822;Eric Eisner;1970-01-01;[[12621, Producer]]
4823;Leonid Rozhetskin;1970-01-01;[[12621, Producer]]
4824;Kim Ho-sung;1970-01-01;[[293670, Producer]]
4825;Ian Brennan;1970-01-01;[[67675, Executive Producer]]
4826;Dante Di Loreto;1970-01-01;[[67675, Producer]]
4827;Dario Argento;1940-09-07;[[29514, Executive Producer]]
4828;Achille Manzotti;1970-01-01;[[29514, Producer]]
4829;Birgitte Hald;1970-01-01;[[10913, Executive Producer], [8883, Executive Producer], [309, Producer]]
4830;Morten Kaufmann;1970-01-01;[[8883, Executive Producer], [103663, Producer]]
4831;Stefan Schubert;1970-01-01;[[8883, Producer]]
4832;Ralph Schwingel;1970-01-01;[[8883, Producer]]
4833;Sonja B. Zimmer;1970-01-01;[[8883, Executive Producer]]
4834;Bjoern Vosgerau;1970-01-01;[[8883, Producer]]
4835;Lars Bredo Rahbek;1970-01-01;[[8883, Producer]]
4836;Bo Ehrhardt;1970-01-01;[[10913, Executive Producer], [8883, Executive Producer]]
4837;Kristina Hejdukov;1970-01-01;[[8883, Producer]]
4838;Jrgen Ramskov;1970-01-01;[[8883, Executive Producer]]
4839;Jonathan Bross;1970-01-01;[[25968, Producer]]
4840;Robert Ogden Barnum;1970-01-01;[[50839, Producer], [25968, Executive Producer]]
4841;Ravi Dattatreya;1970-01-01;[[25968, Executive Producer]]
4842;Kevin Scott Frakes;1970-01-01;[[25968, Executive Producer]]
4843;Mitchell Goldman;1970-01-01;[[25968, Producer]]
4844;Simon Horsman;1970-01-01;[[25968, Executive Producer]]
4845;Shara Kay;1970-01-01;[[25968, Producer]]
4846;Charlotte Koh;1970-01-01;[[25968, Producer], [25968, Executive Producer], [25968, Producer], [25968, Executive Producer]]
4847;Corinne Nordmann;1970-01-01;[[25968, Executive Producer]]
4848;Stephan Paternot;1974-03-21;[[25968, Executive Producer]]
4849;Bob Thompson;1970-01-01;[[52010, Producer]]
4850;David Kerney;1970-01-01;[[52010, Producer]]
4851;Ross Thomas;1970-01-01;[[43418, Executive Producer]]
4852;Bill Leimbach;1970-01-01;[[43418, Producer]]
4853;John Lee;1970-01-01;[[43418, Executive Producer]]
4854;Greg Rains;1970-01-01;[[43418, Executive Producer]]
4855;Dolph Lundgren;1957-11-03;[[299553, Producer], [327833, Producer]]
4856;Michael G Selby;1970-01-01;[[327833, Producer]]
4857;Robert Duvall;1931-01-05;[[25196, Producer]]
4858;T Bone Burnett;1970-01-01;[[25196, Producer]]
4859;Judy Cairo;1970-01-01;[[25196, Producer]]
4860;Anthony Ray;1970-01-01;[[16323, Executive Producer]]
4861;Steven J. Wolfe;1970-01-01;[[19913, Producer], [175528, Producer], [19556, Producer]]
4862;David E. Talbert;1970-01-01;[[175528, Producer]]
4863;Lyn Talbert;1970-01-01;[[175528, Producer]]
4864;Nigel Wooll;1970-01-01;[[71805, Executive Producer]]
4865;John M. Jacobsen;1970-01-01;[[71805, Producer], [46146, Producer]]
4866;Mira Nair;1970-01-01;[[480, Producer], [16727, Producer]]
4867;Yukie Kito;1970-01-01;[[16727, Producer]]
4868;Yasushi Kotani;1970-01-01;[[16727, Executive Producer]]
4869;Taizo Son;1970-01-01;[[16727, Producer]]
4870;Dinaz Stafford;1970-01-01;[[16727, Producer]]
4871;Lane Shefter Bishop;1970-01-01;[[272693, Executive Producer]]
4872;Steven Bello;1970-01-01;[[272693, Executive Producer]]
4873;Kang Woo-Suk;1970-01-01;[[19644, Producer]]
4874;Jonathan Kim;1970-01-01;[[19644, Producer]]
4875;Jan Chapman;1970-01-01;[[29963, Producer]]
4876;Caroline Hewitt;1970-01-01;[[29963, Producer]]
4877;Shah Rukh Khan;1970-01-01;[[26022, Producer]]
4878;Karan Johar;1972-05-25;[[26022, Producer]]
4879;Gauri Khan;1970-01-01;[[26022, Producer]]
4880;Zachary Quinto;1977-06-02;[[152747, Executive Producer], [207769, Executive Producer], [50839, Producer], [292483, Executive Producer]]
4881;Anna Gerber;1970-01-01;[[152747, Producer]]
4882;Corey Moosa;1970-01-01;[[152747, Executive Producer], [207769, Producer], [50839, Producer], [292483, Executive Producer]]
4883;Eric d'Arbeloff;1970-01-01;[[152747, Executive Producer]]
4884;Laura Rister;1970-01-01;[[152747, Executive Producer], [50839, Executive Producer]]
4885;Joshua Blum;1970-01-01;[[152747, Executive Producer], [50839, Executive Producer], [8942, Executive Producer]]
4886;Rebecca O'Brien;1970-01-01;[[1116, Producer]]
4887;Sam Zimbalist;1970-01-01;[[55604, Producer], [11620, Producer]]
4888;Raci amaz;1970-01-01;[[11818, Producer]]
4889;Zƕbeyr amaz;1970-01-01;[[11818, Executive Producer]]
4890;Jim Henson;1936-09-24;[[11176, Producer]]
4891;Tony Gilroy;1970-01-01;[[242582, Producer]]
4892;Betsy Danbury;1970-01-01;[[9809, Producer], [242582, Executive Producer]]
4893;Robert Wise;1970-01-01;[[10514, Producer], [15121, Producer], [1725, Producer]]
4894;John Thomas Lenox;1970-01-01;[[2619, Executive Producer]]
4895;Don Siegel;1970-01-01;[[10734, Producer]]
4896;Robert Daley;1970-01-01;[[10734, Executive Producer], [11901, Producer]]
4897;Will Reiser;1970-01-01;[[40807, Executive Producer]]
4898;Ben Karlin;1970-01-01;[[40807, Producer]]
4899;Gloria Fan;1970-01-01;[[10885, Executive Producer]]
4900;Zac Efron;1987-10-18;[[225565, Executive Producer]]
4901;Andrew O'Connor;1970-01-01;[[225565, Producer]]
4902;James Gibb;1970-01-01;[[225565, Executive Producer]]
4903;Manu Gargi;1970-01-01;[[225565, Executive Producer]]
4904;Darren Blumenthal;1970-01-01;[[225565, Executive Producer]]
4905;Erik Rommesmo;1970-01-01;[[89857, Executive Producer], [270303, Producer], [385736, Producer]]
4906;Adele Romanski;1970-01-01;[[84178, Producer], [385736, Producer]]
4907;Michael Angelo Covino;1970-01-01;[[385736, Producer]]
4908;David Kaplan;1970-01-01;[[172533, Executive Producer], [270303, Producer], [385736, Producer], [248774, Executive Producer]]
4909;Geoffrey Quan;1970-01-01;[[385736, Producer]]
4910;Stanley Sopel;1970-01-01;[[681, Producer], [668, Producer]]
4911;Nancy Hult Ganis;1970-01-01;[[13751, Producer]]
4912;Dave Chappelle;1973-08-24;[[292, Producer], [9490, Producer]]
4913;Jeff Levine;1970-01-01;[[14536, Producer]]
4914;Andrew Paquin;1970-01-01;[[14536, Producer]]
4915;Darryl Taja;1970-01-01;[[14536, Producer]]
4916;Phyllis Laing;1970-01-01;[[14536, Producer]]
4917;Christian Halsey Solomon;1970-01-01;[[1359, Producer]]
4918;Jeff Sackman;1970-01-01;[[1359, Executive Producer]]
4919;Gina Kwon;1970-01-01;[[1382, Producer], [9962, Producer]]
4920;Philip von Alvensleben;1970-01-01;[[9962, Executive Producer]]
4921;Carol Baum;1970-01-01;[[9962, Executive Producer], [8141, Producer]]
4922;Shelly Glasser;1970-01-01;[[9962, Producer]]
4923;Matthew Greenfield;1970-01-01;[[9962, Producer]]
4924;Franois Flamand;1970-01-01;[[15049, Executive Producer]]
4925;Guy Gagnon;1970-01-01;[[15049, Executive Producer]]
4926;Patrick Roy;1970-01-01;[[15049, Executive Producer]]
4927;Kevin Tierney;1970-01-01;[[15049, Producer]]
4928;Lloyd Segan;1970-01-01;[[8374, Producer], [22821, Executive Producer]]
4929;Chris Brinker;1970-01-01;[[8374, Producer], [22821, Producer]]
4930;Pierre Proner;1970-01-01;[[42819, Producer]]
4931;Zanne Devine;1970-01-01;[[37735, Producer], [24363, Executive Producer]]
4932;Samson Mucke;1970-01-01;[[51588, Executive Producer]]
4933;Justin Springer;1970-01-01;[[51588, Producer]]
4934;Jason Katims;1970-01-01;[[23570, Producer]]
4935;Mark L. Lester;1970-01-01;[[11564, Executive Producer], [13154, Producer]]
4936;Martin E. Caan;1970-01-01;[[13154, Producer]]
4937;Jeremy Kipp Walker;1970-01-01;[[7859, Producer], [43923, Executive Producer]]
4938;Patrick Baker;1970-01-01;[[43923, Executive Producer]]
4939;Viviane Vanfleteren;1970-01-01;[[26963, Producer], [9662, Producer]]
4940;Stavros Merjos;1970-01-01;[[7870, Producer]]
4941;Adam Rosenfelt;1970-01-01;[[7870, Producer]]
4942;Daniel Iron;1970-01-01;[[10288, Executive Producer]]
4943;Blake Corbet;1970-01-01;[[10288, Producer]]
4944;Mary Anne Waterhouse;1970-01-01;[[10288, Producer]]
4945;Shelley Gillen;1970-01-01;[[10288, Executive Producer]]
4946;Luke Wilson;1971-09-21;[[12183, Producer]]
4947;Ron Tutor;1970-01-01;[[12183, Executive Producer]]
4948;Marcus Gilbert;1970-01-01;[[12192, Producer]]
4949;Sisse Graum Jrgensen;1970-01-01;[[10913, Producer], [103663, Producer]]
4950;Haruyo Kanesaku;1970-01-01;[[149, Producer]]
4951;Shunzo Kato;1970-01-01;[[149, Producer]]
4952;Yutaka Maseba;1970-01-01;[[149, Producer]]
4953;Hiroe Tsukamoto;1970-01-01;[[149, Producer]]
4954;"James Yosuke Kobayashi	";1970-01-01;[[149, Executive Producer]]
4955;Sawako Noma;1970-01-01;[[149, Executive Producer]]
4956;Yoshimasa Mizuo;1970-01-01;[[149, Producer]]
4957;Ryhei Suzuki;1970-01-01;[[149, Producer]]
4958;Paul Walker;1973-09-12;[[10425, Producer]]
4959;Mark Handel;1970-01-01;[[10425, Executive Producer]]
4960;Stan Erdreich;1970-01-01;[[10425, Producer]]
4961;Larry Schapiro;1970-01-01;[[10425, Producer]]
4962;Brandon Hill;1970-01-01;[[10425, Producer]]
4963;Omar Veytia;1970-01-01;[[10425, Producer]]
4964;Eleonore Dailly;1970-01-01;[[256687, Producer]]
4965;Chris Ranta;1970-01-01;[[256687, Producer]]
4966;Zhang Ziyi;1979-02-09;[[220488, Producer]]
4967;William Cheng;1970-01-01;[[220488, Producer]]
4968;Second Chan;1970-01-01;[[220488, Producer]]
4969;Ryan Wong;1970-01-01;[[220488, Producer]]
4970;Ling Lucas;1970-01-01;[[220488, Producer]]
4971;Sophie Balhetchet;1970-01-01;[[1544, Producer]]
4972;David Buelow;1970-01-01;[[374461, Producer]]
4973;Lee Nelson;1970-01-01;[[84184, Producer], [374461, Producer]]
4974;Timothy Burrill;1970-01-01;[[302, Producer]]
4975;James Harris;1970-01-01;[[182873, Producer]]
4976;Ronnie Thompson;1970-01-01;[[182873, Producer]]
4977;Nicola Pearcey;1970-01-01;[[182873, Producer]]
4978;Mark Lane;1964-11-25;[[182873, Producer]]
4979;Richard Francis-Bruce;1970-01-01;[[21512, Executive Producer]]
4980;Ryan Noto;1970-01-01;[[389425, Producer]]
4981;Alfred Uhry;1970-01-01;[[403, Producer]]
4982;Robert Doudell;1970-01-01;[[403, Producer]]
4983;Barbie Tung;1970-01-01;[[33542, Producer]]
4984;Matthew Gledhill;1970-01-01;[[283708, Producer]]
4985;Marc Du Pontavice;1970-01-01;[[283708, Producer]]
4986;Olivier Charvet;1970-01-01;[[283708, Producer]]
4987;Max Levchin;1975-07-11;[[9388, Executive Producer]]
4988;Elon Musk;1971-06-28;[[9388, Executive Producer]]
4989;David O. Sacks;1970-01-01;[[9388, Producer]]
4990;John Schmidt;1970-01-01;[[9388, Executive Producer], [10744, Executive Producer]]
4991;Peter Thiel;1967-10-11;[[9388, Executive Producer]]
4992;Mark Woolway;1970-01-01;[[9388, Executive Producer]]
4993;Scott Spiegel;1970-01-01;[[1690, Executive Producer], [1691, Executive Producer]]
4994;Steve Martin;1945-08-14;[[2610, Producer]]
4995;Neil Hartley;1970-01-01;[[11308, Producer]]
4996;John Altschuler;1970-01-01;[[12569, Producer]]
4997;Annie Miller;1970-01-01;[[55903, Producer]]
4998;Yves Marmion;1970-01-01;[[55903, Producer]]
4999;Nicole Robert;1970-01-01;[[55903, Producer]]
5000;Glenn Close;1947-03-19;[[73873, Producer]]
5001;Julie Lynn;1970-01-01;[[73873, Producer]]
5002;Xavier Rigault;1970-01-01;[[2011, Producer]]
5003;Marc-Antoine Robert;1970-01-01;[[2011, Producer]]
5004;Claudio Fh;1970-01-01;[[45650, Producer]]
5005;Christian Becker;1970-01-01;[[254472, Producer], [7735, Producer]]
5006;Nina Maag;1970-01-01;[[7735, Executive Producer]]
5007;Thor Sigurjonsson;1970-01-01;[[18533, Executive Producer], [5178, Producer], [301365, Executive Producer]]
5008;Nicolas Winding Refn;1970-09-29;[[301365, Producer]]
5009;Lene Brglum;1970-01-01;[[77987, Producer], [301365, Producer]]
5010;Sidonie Dumas;1970-01-01;[[111190, Executive Producer], [301365, Producer]]
5011;Christophe Riandee;1970-01-01;[[301365, Executive Producer]]
5012;Matthew Read;1970-01-01;[[301365, Executive Producer]]
5013;Victor Ho;1970-01-01;[[301365, Executive Producer]]
5014;Manuel Chiche;1970-01-01;[[301365, Executive Producer]]
5015;Rachel Dik;1970-01-01;[[301365, Executive Producer]]
5016;Steven Marshall;1970-01-01;[[301365, Executive Producer]]
5017;Matthew Brown;1970-01-01;[[25941, Producer]]
5018;Keith Bell;1970-01-01;[[25941, Producer]]
5019;Reno Antoniades;1970-01-01;[[25941, Executive Producer]]
5020;Christos Michaels;1970-01-01;[[25941, Executive Producer]]
5021;Gary M. Bettman;1970-01-01;[[29064, Producer]]
5022;Paul Crouch;1970-01-01;[[29064, Executive Producer]]
5023;Jim Miller;1970-01-01;[[7326, Producer]]
5024;Henry Luk;1970-01-01;[[326284, Producer]]
5025;Mark Waters;1970-01-01;[[19913, Producer]]
5026;Jessica Tuchinsky;1970-01-01;[[19913, Producer]]
5027;Mark Turnbull;1970-01-01;[[713, Producer]]
5028;Alain Depardieu;1970-01-01;[[713, Producer]]
5029;Lou Arkoff;1970-01-01;[[10727, Executive Producer]]
5030;John Fasano;1970-01-01;[[10727, Producer]]
5031;John Hegeman;1970-01-01;[[10727, Producer]]
5032;Chris Salvaterra;1970-01-01;[[3291, Executive Producer]]
5033;Caroline Baron;1970-01-01;[[398, Producer], [480, Producer]]
5034;Saul David;1970-01-01;[[10803, Producer]]
5035;Dean Silvers;1970-01-01;[[2074, Producer]]
5036;William Jackson;1970-01-01;[[77156, Producer]]
5037;Steve Miner;1970-01-01;[]
5038;Reggie Rock Bythewood;1970-01-01;[[241771, Producer]]
5039;Ron Burkle;1952-11-12;[[241771, Executive Producer]]
5040;Amar'e Stoudemire;1982-11-16;[[241771, Producer]]
5041;Tom Ford;1961-08-27;[[34653, Producer]]
5042;Phillip Noyce;1970-01-01;[[9555, Producer]]
5043;Christine Olsen;1970-01-01;[[9555, Producer]]
5044;David Elfick;1970-01-01;[[9555, Executive Producer]]
