ID;Name;Birthday;Films
13618;Helen Hayes;1970-01-01;[[22649, Catherine Barkley]]
13619;Gary Cooper;1970-01-01;[[22649, Lieutenant Frederic Henry], [288, Marshal Will Kane]]
13620;Adolphe Menjou;1970-01-01;[[22649, Major Rinaldi]]
13621;Mary Philips;1970-01-01;[[22649, Helen Ferguson]]
13622;Jack La Rue;1970-01-01;[[22649, Priest]]
13623;Blanche Friderici;1970-01-01;[[22649, Head Nurse], [3078, ""Zeke's wife""]]
13624;Mary Forbes;1970-01-01;[[22649, Miss Van Campen]]
13625;Gilbert Emery;1970-01-01;[[22649, British Major]]
13626;Agostino Borgato;1970-01-01;[[22649, Giulio - Hospital Porter (uncredited)]]
13627;Robert Christopher Riley;1970-01-01;[[378200, Victor]]
13628;Layla Jama;1970-01-01;[[378200, Dana]]
13629;Lara Jill Miller;1970-01-01;[[20455, Kari / Young Kari (voice)]]
13630;Joshua Seth;1970-01-01;[[20455, Young Tai / Tai (voice)]]
13631;Bob Papenbrook;1970-01-01;[[20455, Red Greymon (voice)]]
13632;Doug Berholt;1970-01-01;[]
13633;Steve Blum;1970-01-01;[[20455, Computer Voice 1 / Poromon / Flamedramon / Raidramon / Magnamon (voice)]]
13634;Michael Reisz;1970-01-01;[[20455, Matt (voice)]]
13635;Wendee Lee;1970-01-01;[[20455, Young T.K. / Little Girl 1 / Party Girl 1 / Little Kokomon (voice)]]
13636;Chad Faust;1970-01-01;[[13193, Dean]]
13637;Elizabeth Thai;1970-01-01;[[13193, Veronica]]
13638;Dorothe Berryman;1970-01-01;[[11042, Louise]]
13639;Louise Portal;1970-01-01;[[11042, Diane]]
13640;Dominique Michel;1970-01-01;[[11042, Dominique]]
13641;Pierre Curzi;1970-01-01;[[11042, Pierre]]
13642;Ronnie Barker;1970-01-01;[[10786, Friar Tuck]]
13643;Phina Oruche;1970-01-01;[[12484, Cym]]
13644;Alexis Thorpe;1970-01-01;[[12484, Teddy], [13363, Linda Murphy]]
13645;Frederick Flynn;1970-01-01;[[12484, Hoot]]
13646;A.J. Buckley;1970-01-01;[[46989, Pat], [76706, Matt Sanders], [12484, Mike], [9916, Angor Forbes]]
13647;Alan Badel;1970-01-01;[[17339, Petrovitch]]
13648;Philip Latham;1970-01-01;[[17339, Jensen]]
13649;"""Weird Al"" Yankovic";1970-01-01;[[11959, George Newman]]
13650;Victoria Jackson;1970-01-01;[[11959, Teri]]
13651;Michael Richards;1970-01-01;[[11959, Stanley Spadowski]]
13652;David Bowe;1970-01-01;[[45649, M. Hughes], [11959, Bob]]
13653;Kevin McCarthy;1970-01-01;[[19344, Father Harris], [11298, Fred Francis], [11536, Raymond Taber], [11959, R.J. Fletcher]]
13654;Anthony Geary;1970-01-01;[[11959, Philo]]
13655;Trinidad Silva;1970-01-01;[[11959, Raul Hernandez]]
13656;Emo Philips;1970-01-01;[[11959, Joe Earley]]
13657;Shirley Jones;1970-01-01;[[22013, Lulu Bains], [9900, Grace]]
13658;Jessica Walter;1970-01-01;[[14662, Doris]]
13659;Claudia Cardinale;1970-01-01;[[335, Jill McBain]]
13660;Charles Bronson;1970-01-01;[[335, Harmonica], [5925, Flight Lt. Danny Velinski]]
13661;Paolo Stoppa;1970-01-01;[[335, Sam]]
13662;Woody Strode;1970-01-01;[[30315, Walter Colby], [335, ""Stony (member of Frank's gang)""], [39209, Chato]]
13663;Jack Elam;1970-01-01;[[335, ""Snaky (member of Frank's gang)""]]
13664;Keenan Wynn;1970-01-01;[[25209, Charlie Davenport], [935, Colonel Bat Guano], [335, Sheriff], [26039, Yost]]
13665;Frank Wolff;1970-01-01;[[335, Brett McBain]]
13666;Jenteal;1970-01-01;[[15745, Wendy]]
13667;Rosie Shaw;1970-01-01;[[17431, Little Eve]]
13668;Adrienne Shaw;1970-01-01;[[17431, Nanny]]
13669;Robin Chalk;1970-01-01;[[17431, Sam Bell Clone]]
13670;Matt Berry;1970-01-01;[[17431, Overmeyers]]
13671;Guillaume Denaiffe;1970-01-01;[[78394, Conservatory assistant]]
13672;Norbert Ferrer;1970-01-01;[[78394, Jacques]]
13673;Chloe Hollings;1970-01-01;[[78394, Julie]]
13674;Richard Rider;1970-01-01;[[78394, Georges Cuvier]]
13675;Tom Yang;1970-01-01;[[78394, Professor Motani]]
13676;Caerthan Banks;1970-01-01;[[10217, Zoe Stevens]]
13677;Stephanie Morgenstern;1970-01-01;[[10217, Allison]]
13678;Philippe Laudenbach;1970-01-01;[[46332, Clestin]]
13679;Jacques Herlin;1970-01-01;[[46332, Amede]]
13680;Lo?c Pichon;1970-01-01;[[46332, Jean-Pierre]]
13681;Xavier Maly;1970-01-01;[[46332, Michel]]
13682;Jean-Marie Frin;1970-01-01;[[46332, Paul]]
13683;Abdelhafid Metalsi;1970-01-01;[[46332, Nouredine]]
13684;Sabrina Ouazani;1970-01-01;[[46332, Rabbia]]
13685;Hal B. Klein;1970-01-01;[[13996, Shenky]]
13686;Jean-Michel Richaud;1970-01-01;[[13996, ""Maitre d'""]]
13687;Kirk Baily;1970-01-01;[[13996, Loan Officer]]
13688;Mark Blankfield;1970-01-01;[[3028, Dr. Jekyll/Mr. Heyde]]
13689;Krista Errickson;1970-01-01;[[3028, Ivy]]
13690;Tim Thomerson;1970-01-01;[[3028, Dr. Lanyon]]
13691;Michael McGuire;1970-01-01;[[3028, Dr. Carew]]
13692;Neil Hunt;1970-01-01;[[3028, Queen]]
13693;Cassandra Peterson;1970-01-01;[[3028, Busty Nurse]]
13694;Peter Brocco;1970-01-01;[[3028, Hubert Howes]]
13695;Noelle North;1970-01-01;[[3028, Female Student]]
13696;Liz Sheridan;1970-01-01;[[3028, Mrs. Larson]]
13697;Sarah Peirse;1970-01-01;[[1024, Honorah Parker Rieper]]
13698;Simon O'Connor;1970-01-01;[[1024, Herbert Rieper]]
13699;Diana Kent;1970-01-01;[[1024, Hilda Hulme], [77949, Harriet Cathcart]]
13700;Clive Merrison;1970-01-01;[[1024, Dr. Henry Hulme]]
13701;Gilbert Goldie;1970-01-01;[[1024, Dr. Bennett]]
13702;Darien Takle;1970-01-01;[[1024, Miss Stewart]]
13703;Hudson Meek;1970-01-01;[[343795, Chris Piper]]
13704;Bobby Batson;1970-01-01;[[343795, Joe Piper]]
13705;Elizabeth Hunter;1970-01-01;[[343795, Nicole Piper]]
13706;David Clyde Carr;1970-01-01;[[343795, ""Eva's Dad""]]
13707;Catherine Carlen;1970-01-01;[[343795, ""Eva's Mom""]]
13708;Michael W. Smith;1970-01-01;[[343795, Cliff McArdle]]
13709;Gianna Simone;1970-01-01;[[343795, Ms. Glenda], [347126, Elizabeth Healy]]
13710;Rosalie Michaels;1970-01-01;[[45658, Kitty]]
13711;Argos MacCallum;1970-01-01;[[45658, Shopper]]
13712;Todd Bryant;1970-01-01;[[45658, Driver (Repo Guy)]]
13713;Hugh Ross;1970-01-01;[[16148, Bill]]
13714;Sarah DeVincentis;1970-01-01;[[16148, Daisy]]
13715;Matt O'Toole;1970-01-01;[[16148, Kragan Vincent]]
13716;Michele Mariana;1970-01-01;[[16148, Maid]]
13717;Robert Katims;1970-01-01;[[16148, Gerald Auerbach]]
13718;John Sharian;1970-01-01;[[4553, Ivan]]
13719;Craig Stevenson;1970-01-01;[[4553, Tucker]]
13720;Matthew Romero Moore;1970-01-01;[[4553, Nicholas]]
13721;Dana Delany;1970-01-01;[[36351, Marianne Jost]]
13722;Stephen Mailer;1970-01-01;[[27585, Kevin]]
13723;Marilyn Manson;1970-01-01;[[1415, Christina]]
13724;Joe Cole;1970-01-01;[[313922, Reece], [90369, Scott]]
13725;Macon Blair;1970-01-01;[[188166, Dwight], [313922, Gabe]]
13726;Kai Lennox;1970-01-01;[[55347, Elliot], [313922, Clark]]
13727;Miranda Bailey;1970-01-01;[[14474, Sherri]]
13728;Eric Allan Kramer;1970-01-01;[[199933, Ragnar Danneskjld]]
13729;Kristoffer Polaha;1970-01-01;[[199933, John Galt]]
13730;Louis Herthum;1970-01-01;[[199933, Wesley Mouch], [38358, Louis Sweetzer]]
13731;Robert Musgrave;1970-01-01;[[13685, Bob Mapplethorpe], [7512, Sgt. Keller]]
13732;Haley Miller;1970-01-01;[[13685, Bernice]]
13733;Ned Dowd;1970-01-01;[[13685, Dr. Nichols]]
13734;Shea Fowler;1970-01-01;[[13685, Grace]]
13735;Brian Tenenbaum;1970-01-01;[[13685, H. Clay Murchison]]
13736;Darshan Jariwala;1970-01-01;[[38428, Mahatma Gandhi]]
13737;Akshaye Khanna;1970-01-01;[[38428, Harilal Gandhi]]
13738;Bhumika Chawla;1970-01-01;[[38428, Gulab Gandhi]]
13739;Shefali Shah;1970-01-01;[[38428, Kasturba Gandhi]]
13740;Vinay Jain;1970-01-01;[[38428, Kanti Gandhi]]
13741;Javal Davis;1970-01-01;[[8847, Himself]]
13742;Ken Davis;1970-01-01;[[8847, Himself]]
13743;Tony Diaz;1970-01-01;[[8847, Himself]]
13744;Tim Dugan;1970-01-01;[[8847, Himself]]
13745;Lynndie England;1970-01-01;[[8847, Herself]]
13746;Jefferey Frost;1970-01-01;[[8847, Himself]]
13747;Megan Ambuhl Graner;1970-01-01;[[8847, Herself]]
13748;Sabrina Harman;1970-01-01;[[8847, Herself]]
13749;Janis Karpinski;1970-01-01;[[8847, Himself]]
13750;Roman Krol;1970-01-01;[[8847, Himself]]
13751;Raymond Burr;1970-01-01;[[39269, Dr. Brean]]
13752;Linda Manz;1970-01-01;[[16642, Linda], [39269, Cebe]]
13753;Don Gordon;1970-01-01;[[39269, Charlie]]
13754;Philip Granger;1970-01-01;[[46838, Sheriff]]
13755;Brandon Jay McLaren;1970-01-01;[[46838, Jason]]
13756;Christie Laing;1970-01-01;[[46838, Naomi]]
13757;Travis Nelson;1970-01-01;[[46838, Chuck]]
13758;Alex Arsenault;1970-01-01;[[46838, Todd]]
13759;John Wayne;1970-01-01;[[15875, ""Michael Patrick 'Guns' Donovan""], [3089, Thomas Dunson], [18712, Sgt John M Stryker], [13909, Capt. Nathan Cutting Brittles], [11697, Tom Doniphon], [56930, Johnny Munroe]]
13760;Laraine Day;1970-01-01;[[56930, Maura Alexander Munroe]]
13761;Cedric Hardwicke;1970-01-01;[[56930, Frederick Alexander (as Sir Cedric Hardwicke)v]]
13762;Judith Anderson;1970-01-01;[[261, Big Momma], [223, Mrs. Danvers], [56930, Miss Ellen Braithwaite]]
13763;James Gleason;1970-01-01;[[43306, ""'Nails' Kilpatrick""], [65203, Music Publisher (uncredited)], [56930, Pop Mathews]]
13764;Grant Withers;1970-01-01;[[56930, Fog]]
13765;Paul Fix;1970-01-01;[[56930, Joe]]
13766;Isidra Vega;1970-01-01;[[41730, Haley Gordon]]
13767;Rene Rivera;1970-01-01;[[41730, Dr. Gordon]]
13768;Kim Poirier;1970-01-01;[[18442, Constance]]
13769;Stefanie von Pfetten;1970-01-01;[[18442, Lilly]]
13770;Elias Toufexis;1970-01-01;[[18442, Roger]]
13771;Meghan Ory;1970-01-01;[[18442, Alex]]
13772;Ennis Esmer;1970-01-01;[[18442, Gibby]]
13773;Krista Morin;1970-01-01;[[18442, Vikki Vickers]]
13774;Marc Trottier;1970-01-01;[[18442, Bobby Johnson]]
13775;Carrie Colak;1970-01-01;[[18442, Natasha]]
13776;Olivia DeJonge;1970-01-01;[[206197, Lavinia Hall], [298312, Rebecca Jamison]]
13777;Benjamin Kanes;1970-01-01;[[298312, Dad]]
13778;Deanna Dunagan;1970-01-01;[[298312, Nana]]
13779;Dave Jia;1970-01-01;[[298312, Cruise Passenger]]
13780;Sajida De Leon;1970-01-01;[[298312, Cruise Passenger]]
13781;Celia Keenan-Bolger;1970-01-01;[[298312, Stacey]]
13782;Samuel Stricklen;1970-01-01;[[298312, Conductor]]
13783;Izzy Diaz;1970-01-01;[[11600, Angel Salazar]]
13784;Rob Devaney;1970-01-01;[[11600, Lawyer McCoy]]
13785;Ty Jones;1970-01-01;[[11600, Master Sergeant Sweet]]
13786;Anas Wellman;1970-01-01;[[11600, Soldier]]
13787;Mike Figueroa;1970-01-01;[[11600, Sergeant Jim Vasquez]]
13788;James Naughton;1970-01-01;[[71547, Patrick Doherty]]
13789;Cachaco;1970-01-01;[]
13790;Elia Enid Cadilla;1970-01-01;[]
13791;Ide Charriez;1970-01-01;[]
13792;Jaime Bello;1970-01-01;[]
13793;Reid Warner;1970-01-01;[[57876, Reid]]
13794;Darrin Bragg;1970-01-01;[[57876, Darrin]]
13795;Ben Rovner;1970-01-01;[[57876, Ben]]
13796;Jelena Nik;1970-01-01;[[57876, Jelena]]
13797;Roy Abramsohn;1970-01-01;[[57876, Jim Nelson], [158752, Jim]]
13798;Frank Novak;1970-01-01;[[57876, Frank Novak]]
13799;Glenn Campbell;1970-01-01;[[57876, Glenn Campbell]]
13800;Concepcion West;1970-01-01;[[57876, ""Little A'Le'Inn Waitress""]]
13801;James Decker;1970-01-01;[[57876, Kooky Rachel Local]]
13802;Patrick Sullivan;1970-01-01;[[57876, ""Lazar's Insider Security""]]
13803;Luis Tosar;1970-01-01;[[54580, Jose], [77495, Csar]]
13804;Alberto San Juan;1970-01-01;[[77495, Marcos]]
13805;Petra Martnez;1970-01-01;[[77495, Sra. Vernica]]
13806;Iris Almeida;1970-01-01;[[77495, rsula]]
13807;Carlos Lasarte;1970-01-01;[[77495, Vecino 4?B], [8329, Csar]]
13808;Amparo Fernndez;1970-01-01;[[77495, Mujer de la limpieza]]
13809;Pep Tosar;1970-01-01;[[77495, Padre de rsula]]
13810;Tony Corvillo;1970-01-01;[[77495, Polica 1]]
13811;Xavier Pujolr?s;1970-01-01;[[77495, Polica 2]]
13812;Steven O'Donnell;1970-01-01;[[13849, Andrew]]
13813;James Bierman;1970-01-01;[[13849, Bouncer]]
13814;Cat Meacher;1970-01-01;[[13849, Club Receptionist]]
13815;Danny Nussbaum;1970-01-01;[[22913, Tim], [13849, Man in Suit]]
13816;Logan Wong;1970-01-01;[[13849, Muk Li San]]
13817;Jonathan Chan-Pensley;1970-01-01;[[13849, Chun Yo Fu]]
13818;Simon Schatzberger;1970-01-01;[[13849, Steven]]
13819;Ellen Muth;1970-01-01;[[14849, George Lass]]
13820;Britt McKillip;1970-01-01;[[14849, Reggie Lass]]
13821;Christine Willes;1970-01-01;[[14849, Delores Herbig]]
13822;Shenae Grimes;1970-01-01;[[14849, Jennifer Hardick]]
13823;Ferelith Young;1970-01-01;[[14849, Melange Receptionist]]
13824;Ahnaise Christmas;1970-01-01;[[19615, Rachel]]
13825;Sidney Franklin;1970-01-01;[[19615, Young Willy]]
13826;David Haack;1970-01-01;[[19615, Alan]]
13827;Judith Hoag;1970-01-01;[[19615, Vicki]]
13828;Ted Hutton;1970-01-01;[[19615, Freddy]]
13829;Kate Micucci;1970-01-01;[[244403, Peaches]]
13830;Cyndi Lauper;1970-01-01;[[292481, Nurse Cyndi (voice)]]
13831;Paul Simon;1970-01-01;[[703, Tony Lacey], [292481, Thurmon Munson (voice)]]
13832;Reggie Jackson;1970-01-01;[[292481, Himself (voice)]]
13833;Christina Chong;1970-01-01;[[340816, Karen]]
13834;Gizza Elizondo;1970-01-01;[[78814, Luz Valseca]]
13835;Nikki Hahn;1970-01-01;[[78814, Maria Valseca]]
13836;Javier Grajeda;1970-01-01;[[78814, Barker]]
13837;Alexander Karim;1970-01-01;[[297596, Muhammad Banir]]
13838;Ir?ne Jacob;1970-01-01;[[297596, Michelle Zuberain]]
13839;Aymen Hamdouchi;1970-01-01;[[297596, Aasim]]
13840;Adetomiwa Edun;1970-01-01;[[297596, Mbui]]
13841;Claudius Peters;1970-01-01;[[297596, Ghedi]]
13842;Robert G. Slade;1970-01-01;[[297596, James Clifton]]
13843;Derek Ezenagu;1970-01-01;[[297596, Dr. Wangari]]
13844;Geff Francis;1970-01-01;[[297596, Dr. Clayborne]]
13845;Lydia Leonard;1970-01-01;[[299552, Olivia]]
13846;Jade Hudson;1970-01-01;[[299552, Saba]]
13847;Avin Shah;1970-01-01;[[299552, Dagar]]
13848;Lisa Kay;1970-01-01;[[299552, Daphne]]
13849;Kelly Osbourne;1970-01-01;[[113406, Nicole]]
13850;Howard Rosenman;1970-01-01;[[113406, Henry]]
13851;Lily-Rose Depp;1970-01-01;[[246403, Colleen Collette / Girl Clerk #2], [290825, Colleen Collette]]
13852;Harley Quinn Smith;1970-01-01;[[246403, Colleen McKenzie / Girl Clerk #1], [290825, Colleen McKenzie]]
13853;Ralph Garman;1970-01-01;[[246403, Frank Garmin], [290825, Old Man Arcane]]
13854;Ed Quinn;1970-01-01;[[361159, Lt. Pete Cunnigham]]
13855;Michael Dudikoff;1970-01-01;[[25678, Sgt. Joe Armstrong], [361159, Commander Sheer]]
13856;"Chad ""Gunner"" Lail";1970-01-01;[[361159, Carl]]
13857;Mikal Vega;1970-01-01;[[361159, Billy]]
13858;Kevin Kent;1970-01-01;[[361159, Travis]]
13859;Lolo Jones;1970-01-01;[[361159, Margaret]]
13860;Geoff Reeves;1970-01-01;[[361159, Bradley]]
13861;Ivan Barnev;1970-01-01;[[12555, Jan Dte junior]]
13862;Oldich Kaiser;1970-01-01;[[12555, Jan Dte senior]]
13863;Julia Jentsch;1970-01-01;[[12555, Lza]]
13864;Marin Labuda;1970-01-01;[[12555, Walden]]
13865;Martin Huba;1970-01-01;[[12555, Skrivnek]]
13866;Milan Lasica;1970-01-01;[[12555, Professor]]
13867;Josef Abrhm;1970-01-01;[[12555, Brandejs]]
13868;Jaromr Dulava;1970-01-01;[[12555, Karel]]
13869;Ji Lbus;1970-01-01;[[12555, Hotelchef]]
13870;Adam Bousdoukos;1970-01-01;[[31175, Zinos Kazantsakis]]
13871;Birol nel;1970-01-01;[[31175, Shayn Weiss]]
13872;Wotan Wilke Mhring;1970-01-01;[[31175, Thomas Neumann]]
13873;Dorka Gryllus;1970-01-01;[[31175, Anna Mondstein]]
13874;Pheline Roggan;1970-01-01;[[31175, Nadine Kruger]]
13875;Demir Gkgl;1970-01-01;[[31175, Sokrates]]
13876;Monica Bleibtreu;1970-01-01;[[31175, Nadines Grossmutter]]
13877;Marc Hosemann;1970-01-01;[[31175, Ziege]]
13878;Cem Akin;1970-01-01;[[31175, Milli]]
13879;Natalie Canerday;1970-01-01;[[12247, Nicole], [12498, Linda Wheatley]]
13880;James Hampton;1970-01-01;[[12498, Jerry Woolridge], [15582, Uncle Harold]]
13881;Jim Jarmusch;1970-01-01;[[12498, Frostee Cream Boy]]
13882;Cal Macaninch;1970-01-01;[[8981, Davey], [77949, Freddie Strickland]]
13883;Eythor Gudjonsson;1970-01-01;[[1690, Oli]]
13884;Barbara Nedeljakova;1970-01-01;[[1690, Natalya]]
13885;Jana Kaderabkova;1970-01-01;[[1690, Svetlana]]
13886;Jan Vlask;1970-01-01;[[1690, The Dutch Businessman]]
13887;Lubomir Bukovy;1970-01-01;[[1690, Alex]]
13888;Takashi Miike;1970-01-01;[[1690, Miike Takashi]]
13889;Keiko Seiko;1970-01-01;[[1690, Yuki]]
13890;Jana Havlickova;1970-01-01;[[1690, Vala]]
13891;Conal Murphy;1970-01-01;[[8435, Tristam Shandy, 6 years]]
13892;Joe Williams;1970-01-01;[[8435, Tristam Shandy, 9 years]]
13893;Paul Kynman;1970-01-01;[[8435, Obadiah]]
13894;Mark Tandy;1970-01-01;[[8435, London doctor]]
13895;Tova Stewart;1970-01-01;[[64720, Hannah LaForche]]
13896;Natasha Randall;1970-01-01;[[64720, Cammie]]
13897;Ron Kennard;1970-01-01;[[64720, Russell]]
13898;Scott Knisley;1970-01-01;[[64720, Lewis]]
13899;Robert Longstreet;1970-01-01;[[64720, Jim], [242095, James], [158895, Steve Helms]]
13900;Jason Presson;1970-01-01;[[49365, Geno Scarlatti]]
13901;Renata Vanni;1970-01-01;[[49365, Mama Assunta]]
13902;Angelo Bertolini;1970-01-01;[[49365, Papa Charlie]]
13903;Joelle Jacobi;1970-01-01;[[49365, Melissa Anne Montgomery]]
13904;Henry Harris;1970-01-01;[[49365, Harold Williams]]
13905;Michelle Duncan;1970-01-01;[[11404, Bryony]]
13906;Chandra Ruegg;1970-01-01;[[11404, Chandra]]
13907;Rose Keegan;1970-01-01;[[11404, Emma Pagent]]
13908;Bill Johnson;1970-01-01;[[16337, ""Leatherface 'Bubba' Sawyer""]]
13909;Ken Evert;1970-01-01;[[16337, Grandpa Sawyer]]
13910;Harlan Jordan;1970-01-01;[[16337, Patrolman]]
13911;Kirk Sisco;1970-01-01;[[16337, Detective]]
13912;James N. Harrell;1970-01-01;[[16337, Cut-Rite Manager]]
13913;Lou Perryman;1970-01-01;[[16337, L.G. McPeters]]
13914;Richard Jaeckel;1970-01-01;[[11577, Sheriff Kip McKinney]]
13915;Katy Jurado;1970-01-01;[[288, Helen Ramrez], [11577, Mrs. Baker], [40494, Rosa]]
13916;Chill Wills;1970-01-01;[[55604, Harmony Jones], [11577, Lemuel]]
13917;Gordon Brown;1970-01-01;[[77987, Gordon]]
13918;Sahajak Boonthanakit;1970-01-01;[[77987, Pol Col. KIM]]
13919;Yayaying Rhatha Phongam;1970-01-01;[[77987, Mai]]
13920;Charlie Ruedpokanon;1970-01-01;[[77987, Daeng]]
13921;Wannisa Peungpa;1970-01-01;[[77987, Kanita]]
13922;Denis Lavant;1970-01-01;[[40185, Blaise], [103328, ""M. Oscar / Le banquier / La mendiante / L'OS de Motion-Capture / M. Merde / Le p?re / L'accordoniste / Le tueur / Le tu / Le mourant / L'homme au foyer""]]
13923;Isild Le Besco;1970-01-01;[[40185, Camille], [5178, April]]
13924;Pascal Bongard;1970-01-01;[[40185, Eddie]]
13925;Jean-Michel Guerin;1970-01-01;[[40185, Antoine]]
13926;Raphalle Misrahi;1970-01-01;[[40185, Laure]]
13927;Marcel Fix;1970-01-01;[[40185, Le grand-p?re]]
13928;Yann Trgout;1970-01-01;[[40185, Fred]]
13929;Mnica Huarte;1970-01-01;[[68202, Cecilia]]
13930;Yvette Yates;1970-01-01;[[263503, Amy], [68202, Virgelina]]
13931;Luis Chvez;1970-01-01;[[68202, le pr?tre Rafael jeune]]
13932;Jack McElhone;1970-01-01;[[8981, Frankie]]
13933;Katy Murphy;1970-01-01;[[8981, Miss MacKenzie]]
13934;Jayd Johnson;1970-01-01;[[8981, Catriona]]
13935;Mary Riggans;1970-01-01;[[8981, Nell]]
13936;John Kazek;1970-01-01;[[8981, Ally]]
13937;Anne Marie Timoney;1970-01-01;[[8981, Janet]]
13938;Lisa Ray;1970-01-01;[[10914, Etta Parr], [34769, Dominique Ball], [7509, Kalyani]]
13939;Jacques Gamblin;1970-01-01;[[50848, Arthur Martin]]
13940;Sara Forestier;1970-01-01;[[50848, Bahia Benmahmoud]]
13941;Zinedine Soualem;1970-01-01;[[50848, Mohamed Benmahmoud, le p?re de Bahia], [11956, Djamel]]
13942;Jacques Boudet;1970-01-01;[[50848, ""Lucien Martin, le p?re d'Arthur""]]
13943;Mich?le Moretti;1970-01-01;[[50848, ""Annette Martin, la m?re d'Arthur""]]
13944;Julia Vaidis-Bogard;1970-01-01;[[50848, Annette ? 30 ans]]
13945;Nabil Massad;1970-01-01;[[50848, Nassim]]
13946;Zakariya Gouram;1970-01-01;[[50848, Hassan Hassini]]
13947;Adrien Stoclet;1970-01-01;[[50848, Arthur Martin adolescent]]
13948;Kim Ly;1970-01-01;[[166624, The Lifeguard]]
13949;Gonzalo Vega;1970-01-01;[[166624, Guillermo Garibai]]
13950;Anne Reid;1970-01-01;[[10822, Nini Daly]]
13951;Martin Huberty;1970-01-01;[[10822, Aschwin Lippe]]
13952;Minnie Marx;1970-01-01;[[10822, Midge Vanden Heuvel]]
13953;Jim Arnold;1970-01-01;[[10822, Joost Vanden Heuvel]]
13954;Mapi Galn;1970-01-01;[[10822, Simone Lippe]]
13955;Tandi Wright;1970-01-01;[[10844, Julie-Anne Bryson]]
13956;Simon Ferry;1970-01-01;[[10844, Garry Holden]]
13957;Matthew Sunderland;1970-01-01;[[10844, David Gray]]
13958;Lois Lawn;1970-01-01;[[10844, Helen Dickson]]
13959;Paul Glover;1970-01-01;[[10844, Paul Knox]]
13960;Georgia Fabish;1970-01-01;[[10844, Chiquita Holden]]
13961;Fayth Rasmussen;1970-01-01;[[10844, Stacey Percy]]
13962;Timothy Bartlett;1970-01-01;[[10844, Jimmy Dickson]]
13963;Bubba Smith;1970-01-01;[[9336, Cadet Moses Hightower]]
13964;Andrew Rubin;1970-01-01;[[9336, Cadet George Martn]]
13965;Christopher Atkins;1970-01-01;[[5689, Richard]]
13966;William Daniels;1970-01-01;[[14902, John Adams], [5689, Arthur Lestrange]]
13967;Jeffrey Kleiser;1970-01-01;[[5689, Lookout]]
13968;Gus Mercurio;1970-01-01;[[5689, Officer]]
13969;Elva Josephson;1970-01-01;[[5689, Young Emmeline]]
13970;Glenn Kohan;1970-01-01;[[5689, Young Richard]]
13971;Bradley Pryce;1970-01-01;[[5689, Little Paddy]]
13972;Chad Timmerman;1970-01-01;[[5689, Infant Paddy]]
13973;James Fleet;1970-01-01;[[712, Tom]]
13974;David Bower;1970-01-01;[[712, David]]
13975;Charlotte Coleman;1970-01-01;[[712, Scarlett]]
13976;Brian Backer;1970-01-01;[[13342, ""Mark 'Rat' Ratner""]]
13977;Robert Romanus;1970-01-01;[[13342, Mike Damone]]
13978;Richard Basehart;1970-01-01;[[10339, Ishmael]]
13979;James Robertson Justice;1970-01-01;[[10339, Captain Boomer]]
13980;Bernard Miles;1970-01-01;[[10339, The Manxman]]
13981;Mervyn Johns;1970-01-01;[[10339, Peleg]]
13982;John Huston;1970-01-01;[[10339, Barman], [11536, Extra in Blackjack Scene (uncredited)]]
13983;Tony Siragusa;1970-01-01;[[1429, Kostya Novotny]]
13984;Levan Uchaneishvili;1970-01-01;[[1429, Uncle Nikolai]]
13985;Richard C. Sarafian;1970-01-01;[[9303, Gino Marzzone]]
13986;Susie Bright;1970-01-01;[[9303, Jesse]]
13987;Margaret Smith;1970-01-01;[[9303, Woman Cop]]
13988;Barry Kivel;1970-01-01;[[9303, Shelly]]
13989;Louise Lasser;1970-01-01;[[11302, Nancy], [11624, Gina], [641, Ada]]
13990;Marcia Jean Kurtz;1970-01-01;[[641, Rae]]
13991;Janet Sarno;1970-01-01;[[641, Mrs. Pearlman]]
13992;Jeanne Crain;1970-01-01;[[27686, Margy Frake]]
13993;Dana Andrews;1970-01-01;[[27686, Pat Gilbert], [887, Fred Derry]]
13994;Dick Haymes;1970-01-01;[[27686, Wayne Frake]]
13995;Vivian Blaine;1970-01-01;[[27686, Emily Edwards]]
13996;Charles Winninger;1970-01-01;[[27686, Abel Frake]]
13997;Fay Bainter;1970-01-01;[[27686, Melissa Frake]]
13998;Donald Meek;1970-01-01;[[27686, Hippenstahl], [34106, Mr. Poppins]]
13999;Frank McHugh;1970-01-01;[[27686, McGee]]
14000;Percy Kilbride;1970-01-01;[[27686, Dave Miller]]
14001;Harry Morgan;1970-01-01;[[288, Sam Fuller], [27686, Barker]]
14002;Miguel ngel Sol;1970-01-01;[[65749, Mario Surez]]
14003;Cecilia Narova;1970-01-01;[[65749, Laura Fuentes]]
14004;Juan Carlos Copes;1970-01-01;[[65749, Carlos Nebbia]]
14005;Colby Chester;1970-01-01;[[6106, Jack Morgan]]
14006;Will MacMillan;1970-01-01;[[6106, Colonel Bentley Hyde Sr.]]
14007;Valerie Wildman;1970-01-01;[[6106, Pauline Axelrod], [9916, ""Gervase O'Dara""]]
14008;Jos Carlos Ruiz;1970-01-01;[[6106, Archbishop Romero]]
14009;Sarah Drew;1970-01-01;[[252680, Allyson]]
14010;Patricia Heaton;1970-01-01;[[252680, Sondra]]
14011;Logan White;1970-01-01;[[252680, Izzy]]
