ID;Name;Birthday;Films
1450;Tom Gormican;1970-01-01;[225565]
1451;Ken Shapiro;1970-01-01;[16471]
1452;Justin Tipping;1970-01-01;[385736]
1453;Peter R. Hunt;1970-01-01;[668]
1454;Doug Atchison;1970-01-01;[13751]
1455;Jonas Elmer;1970-01-01;[14536]
1456;Mary Harron;1970-01-01;[1359]
1457;Erik Canuel;1970-01-01;[15049]
1458;Troy Duffy;1971-06-08;[8374, 22821]
1459;Nicole Holofcener;1970-01-01;[209263, 8998, 50035, 40247, 49963]
1460;Matty Rich;1970-01-01;[94072, 59930]
1461;Fina Torres;1970-01-01;[14629]
1462;Duke Johnson;1970-01-01;[291270]
1463;Franois Ozon;1970-01-01;[1958, 302]
1464;Anna Boden;1970-01-01;[43923]
1465;Steve James;1970-01-01;[14275, 26306]
1466;Michael Winner;1935-10-30;[110683]
1467;Nora Twomey;1970-01-01;[26963]
1468;John Carney;1970-01-01;[198277, 5723]
1469;David Jacobson;1970-01-01;[7870]
1470;Michael Corrente;1970-01-01;[13072, 14578]
1471;Edward Hall;1970-01-01;[153397]
1472;Keith Gordon;1970-01-01;[30141]
1473;Andrew Currie;1970-01-01;[10288]
1474;Andrew Wilson;1964-08-22;[12183]
1475;Marc Schlermann;1970-01-01;[12192]
1476;Coky Giedroyc;1970-01-01;[36597]
1477;Robert Moresco;1970-01-01;[13197]
1478;Thomas Vinterberg;1969-05-19;[10913, 309, 103663]
1479;Claudia Llosa;1970-01-01;[251321]
1480;Charles Binam;1970-01-01;[49081]
1481;Keith Parmer;1970-01-01;[256687]
1482;Ol Parker;1970-01-01;[1544, 90369]
1483;James Nunn;1970-01-01;[182873]
1484;David Webb Peoples;1970-01-01;[21512]
1485;Michael Winnick;1970-01-01;[389425]
1486;Stanley Tong;1970-01-01;[33542]
1487;David Oelhoffen;1970-01-01;[283708]
1488;Eli Roth;1972-04-18;[1690, 1691, 171424]
1489;Tony Richardson;1970-01-01;[11308, 5769]
1490;Charles Robert Carner;1970-01-01;[15365]
1491;Russell Holt;1970-01-01;[36046]
1492;Claude Miller;1970-01-01;[55903]
1493;Sacha Bennett;1970-01-01;[103903]
1494;Rodrigo Garca;1970-01-01;[73873, 37080]
1495;Jeta Amata;1970-01-01;[312113]
1496;Siddharth Anand;1970-01-01;[14165]
1497;Marjane Satrapi;1970-01-01;[2011]
1498;Dennis Gansel;1970-01-01;[7735]
1499;Daniel Barber;1970-01-01;[25941]
1500;Robert Marcarelli;1970-01-01;[29064]
1501;Ernie Barbarash;1970-01-01;[270938, 326284]
1502;Guy Hamilton;1970-01-01;[681, 17339, 658, 253, 682, 41830]
1503;Adam Brooks;1970-01-01;[8390]
1504;Michael Anderson;1970-01-01;[10803]
1505;Don Kempf;1970-01-01;[24977]
1506;Tyler Gillett;1970-01-01;[79316]
1507;Sharron Miller;1970-01-01;[77156]
1508;Aaron Schneider;1970-01-01;[44718]
1509;Tom Ford;1961-08-27;[34653]
1510;Tony Maylam;1970-01-01;[13006]
1511;Mitch Davis;1970-01-01;[340816, 16651]
1512;Kevin Brodie;1970-01-01;[104896]
1513;Lynne Ramsay;1970-01-01;[18602, 71859]
1514;John Stephenson;1970-01-01;[226354]
1515;Tim Chambers;1970-01-01;[48620]
1516;Dick Richards;1970-01-01;[25388]
1517;Bob Gosse;1970-01-01;[30128]
1518;Alex Zamm;1970-01-01;[31535]
1519;Spencer Susser;1970-01-01;[44835]
1520;Thaddeus O'Sullivan;1970-01-01;[24985]
1521;Robert Pulcini;1970-01-01;[2771, 47088]
1522;Aleksey German;1970-01-01;[110402]
1523;Stephen Milburn Anderson;1970-01-01;[27004]
1524;Richard E. Grant;1957-05-05;[15013]
1525;David Lam;1970-01-01;[277519]
1526;Maksim Sveshnikov;1970-01-01;[164372]
1527;Richard Rich;1970-01-01;[294512]
1528;Robert C. Cooper;1970-01-01;[13001]
1529;Kim Nguyen;1970-01-01;[325373]
1530;Jackie Earle Haley;1970-01-01;[334527]
1531;Max Frberbck;1970-01-01;[2211]
1532;Arie Posin;1970-01-01;[13919]
1533;Damian Nieman;1970-01-01;[14576]
1534;Mark Tonderai;1970-01-01;[82505]
1535;Ian Fitzgibbon;1970-01-01;[41009]
1536;Rachel Perkins;1970-01-01;[38415]
1537;Luis Valdez;1970-01-01;[16620]
1538;Alan Alda;1936-01-28;[25113]
1539;Louis Morneau;1970-01-01;[10496]
1540;Caroline Link;1970-01-01;[1591]
1541;Sterling Van Wagenen;1970-01-01;[14631]
1542;Zal Batmanglij;1970-01-01;[86812, 87499]
1543;Hans Petter Moland;1970-01-01;[26665]
1544;Oren Moverman;1970-01-01;[28089]
1545;Ian Sharp;1970-01-01;[62255]
1546;Wolfgang Becker;1970-01-01;[338]
1547;Dan O'Bannon;1970-01-01;[10925]
1548;George Roy Hill;1970-01-01;[642, 9277]
1549;Robert Stevenson;1970-01-01;[433]
1550;Jerome Robbins;1970-01-01;[1725]
1551;Gary Hardwick;1970-01-01;[20322]
1552;King Vidor;1970-01-01;[32275, 29996, 3060]
1553;Fred Savage;1976-07-09;[14144]
1554;Sammo Hung;1952-01-07;[10622]
1555;Rusty Cundieff;1960-12-13;[25066]
1556;Dominique Othenin-Girard;1970-01-01;[11361]
1557;Jean-Jacques Mantello;1970-01-01;[57612]
1558;Risa Bramon Garcia;1970-01-01;[15256]
1559;Lee Sternthal;1970-01-01;[83686]
1560;Matt Piedmont;1970-01-01;[80304]
1561;Raymond De Felitta;1970-01-01;[28053]
1562;John Michael McDonagh;1970-01-01;[67913]
1563;Deb Hagan;1970-01-01;[13991]
1564;Trevor Moore;1980-04-04;[19556]
1565;Zach Braff;1975-04-06;[401, 231576]
1566;Mark Tarlov;1970-01-01;[16172]
1567;John Cameron Mitchell;1970-01-01;[13403, 27585, 1378]
1568;Jon Knautz;1970-01-01;[347764, 16205]
1569;David Atkins;1970-01-01;[20794]
1570;Patrick Stettner;1970-01-01;[31064, 9782]
1571;Sam Peckinpah;1970-01-01;[29715, 11577, 23330, 576]
1572;Michael Crichton;1942-10-23;[11583]
1573;Sylvio Tabet;1970-01-01;[27549]
1574;Rick Bieber;1970-01-01;[59728]
1575;Joey Lauren Adams;1968-01-09;[7547]
1576;Fred Zinnemann;1970-01-01;[874, 11426, 288, 42222, 27029]
1577;S.R. Bindler;1970-01-01;[13827]
1578;Greg Marcks;1970-01-01;[9282]
1579;Perry Lang;1970-01-01;[38940]
1580;Jake Goldberger;1970-01-01;[35689]
1581;William Kaufman;1970-01-01;[58626, 329540]
1582;Jim O'Hanlon;1970-01-01;[183894]
1583;Cdric Klapisch;1970-01-01;[1555, 11956]
1584;Kate Barker-Froyland;1970-01-01;[244783]
1585;Martin Koolhoven;1970-01-01;[16564]
1586;Charles Matthau;1970-01-01;[168027]
1587;Christopher Bessette;1970-01-01;[135595]
1588;Prachya Pinkaew;1970-01-01;[8982]
1589;Gary Sinyor;1970-01-01;[89861]
1590;Ashish R. Mohan;1970-01-01;[147767]
1591;Paco Plaza;1970-01-01;[8329, 10664]
1592;Darren Grant;1970-01-01;[16186]
1593;Joseph Gordon-Levitt;1981-02-17;[138697]
1594;William Sachs;1970-01-01;[33155]
1595;Christophe Barratier;1970-01-01;[5528]
1596;mile Gaudreault;1970-01-01;[321]
1597;James Cox;1970-01-01;[18808, 153795, 4997]
1598;James Toback;1944-11-23;[27451, 32456]
1599;Aki Kaurismki;1970-01-01;[73532]
1600;Hitoshi Matsumoto;1970-01-01;[193722]
1601;Rakeysh Omprakash Mehra;1970-01-01;[7913]
1602;Collin Schiffli;1970-01-01;[253253]
1603;George Ratliff;1970-01-01;[51995]
1604;Shane Meadows;1970-01-01;[22913, 22908, 12877, 11798]
1605;Jon Wright;1970-01-01;[84204]
1606;Michael McGowan;1970-01-01;[25248]
1607;Liv Ullmann;1938-12-16;[230266]
1608;Rohan Sippy;1970-01-01;[63006]
1609;Dan Trachtenberg;1970-01-01;[333371]
1610;David F. Sandberg;1970-01-01;[345911]
1611;Stiles White;1970-01-01;[242512]
1612;Eugenio Derbez;1961-09-02;[211954]
1613;Henry Koster;1970-01-01;[29912]
1614;Patty Jenkins;1971-07-24;[504]
1615;Christopher B. Landon;1970-01-01;[227348]
1616;David Gelb;1970-01-01;[243940]
1617;Mike Flanagan;1970-01-01;[74777, 157547]
1618;Jim Rash;1970-07-15;[147773]
1619;George Jackson;1970-01-01;[16096]
1620;George T. Miller;1970-01-01;[24266]
1621;Maurice Joyce;1970-01-01;[16508]
1622;Robert Duvall;1931-01-05;[2895]
1623;Frank Perry;1970-01-01;[15660]
1624;Jesse Peretz;1970-01-01;[118452, 59968]
1625;Ice Cube;1969-06-15;[19848]
1626;Wash Westmoreland;1970-01-01;[64499, 284293]
1627;Michael Curtiz;1970-01-01;[289, 43884, 24973]
1628;Bruce Malmuth;1970-01-01;[21610]
1629;Rob Hedden;1970-01-01;[10283]
1630;Harmony Korine;1973-01-04;[122081]
1631;Joe Chappelle;1970-01-01;[10987]
1632;Mickey Liddell;1970-01-01;[14745]
1633;Fred Walton;1970-01-01;[24913]
1634;Steve Carver;1970-01-01;[14854]
1635;Gonzalo Lpez-Gallego;1970-01-01;[50357]
1636;Christine Jeffs;1970-01-01;[13090]
1637;Don Coscarelli;1970-01-01;[9707, 15158, 16441]
1638;Michael Tiddes;1970-01-01;[139038, 184345, 351819]
1639;Bill Duke;1943-02-26;[14834]
1640;Frank Borzage;1970-01-01;[22649]
1641;Shigeyasu Yamauchi;1970-01-01;[20455]
1642;Brian Dannelly;1970-01-01;[13193]
1643;Denys Arcand;1970-01-01;[11042]
1644;J.S. Cardone;1970-01-01;[12484]
1645;Jay Levey;1970-01-01;[11959]
1646;Nicholaus Goossen;1970-01-01;[9900]
1647;Scott Marshall;1970-01-01;[21014]
1648;Pascal Vuong;1970-01-01;[78394]
1649;Xavier Beauvois;1970-01-01;[46332]
1650;Randall Miller;1970-01-01;[13996]
1651;Jerry Belson;1970-01-01;[3028]
1652;Dan Rush;1970-01-01;[45658]
1653;Michael Cuesta;1970-01-01;[245916, 18734]
1654;Randy Barbato;1970-01-01;[12228, 1415]
1655;Jeremy Saulnier;1970-01-01;[188166, 313922]
1656;Billy Kent;1970-01-01;[14474]
1657;James Manera;1970-01-01;[199933]
1658;Feroz Abbas Khan;1970-01-01;[38428]
1659;Errol Morris;1970-01-01;[8847]
1660;Dennis Hopper;1936-05-17;[39269]
1661;Eli Craig;1970-01-01;[46838]
1662;Nicholas Fackler;1970-01-01;[51384]
1663;Richard Wallace;1970-01-01;[56930]
1664;Morgan J. Freeman;1970-01-01;[41730, 125052]
1665;Matthew Hastings;1970-01-01;[18442]
1666;Klaus Menzel;1970-01-01;[71547]
1667;Oren Peli;1970-01-21;[57876, 23827]
1668;Paul Andrew Williams;1970-01-01;[14823, 13849]
1670;William H. Macy;1970-01-01;[244403]
1671;Barrett Esposito;1970-01-01;[292481]
1672;Vicky Jewson;1970-01-01;[299552]
1673;Marcia Bennett;1970-01-01;[113406]
1674;Stanton Barrett;1970-01-01;[361159]
1675;Ji Menzel;1970-01-01;[12555]
1676;Fatih Akin;1970-01-01;[31175]
1677;Nick Murphy;1970-01-01;[77949, 395766]
1678;Frank LaLoggia;1970-01-01;[49365]
1679;Jeremy Brock;1970-01-01;[11404]
1680;Scott Foley;1972-07-15;[300706]
1681;Nicolas Bonilauri;1970-01-01;[40185]
1682;Gabriela Tagliavini;1970-01-01;[68202]
1683;Shona Auerbach;1970-01-01;[8981]
1684;Leonard Farlinger;1970-01-01;[10914]
1685;Michel Leclerc;1970-01-01;[50848]
1686;Analeine Cal y Mayor;1970-01-01;[166624]
1687;Tom Kalin;1970-01-01;[10822]
1688;Robert Sarkies;1970-01-01;[10844]
1689;John Huston;1970-01-01;[10339, 11536]
1690;Walter Lang;1970-01-01;[27686, 60400]
1691;Carlos Saura;1970-01-01;[65749]
1692;Andrew Erwin;1970-01-01;[252680]
1693;Beto Gmez;1970-01-01;[66607]
1694;Mike van Diem;1970-01-01;[17139]
1695;Jonas ?kerlund;1970-01-01;[95755, 12079]
1696;Todd Solondz;1970-01-01;[10683, 39800, 11446]
1697;Ren Fret;1970-01-01;[62116]
1698;Barry Skolnick;1970-01-01;[9991]
1699;Johnnie To;1970-01-01;[13807]
1700;Mateo Gil;1970-01-01;[68818]
1701;Lukas Moodysson;1970-01-01;[12093]
1702;Agnieszka Wojtowicz-Vosloo;1970-01-01;[36419]
1703;Kabir Sadanand;1970-01-01;[281730]
1704;Peter DeLuise;1966-11-06;[362105]
1705;Raja Menon;1970-01-01;[375290]
1706;Kevin Sullivan;1970-01-01;[17663]
1707;Nick Love;1970-01-01;[367551, 116613]
1708;Ralph Etter;1970-01-01;[34069]
1709;Cecil B. DeMille;1881-08-12;[27191]
1710;Henry Hobson;1970-01-01;[287424]
1711;Mike Figgis;1970-01-01;[451, 15059]
1712;Duane Journey;1970-01-01;[165864]
1713;Billy Wilder;1970-01-01;[239, 284, 987, 28580]
1714;Lisa Cholodenko;1970-01-01;[39781]
1715;John Sturges;1970-01-01;[5925]
1716;Betsy Chasse;1970-01-01;[8357]
1717;Ed Gass-Donnelly;1970-01-01;[146203]
1718;DJ Pooh;1970-01-01;[47816, 13408]
1719;James Melkonian;1970-01-01;[18713]
1720;Roger Avary;1965-08-23;[507, 1809]
1721;Rick de Oliveira;1970-01-01;[19153]
1722;Jeff Franklin;1955-01-21;[15122]
1723;Mike Mills;1958-12-17;[55347, 1546]
1724;Dave McKean;1970-01-01;[14517]
1725;Ron Fricke;1970-01-01;[89708]
1726;Ruggero Deodato;1970-01-01;[27551]
1727;Gavin Wiesen;1970-01-01;[64678]
1728;Mora Stephens;1970-01-01;[309503]
1729;Mars Callahan;1970-01-01;[14293]
1730;Leos Carax;1970-01-01;[103328]
1731;Stefan Schwartz;1970-01-01;[25719]
1732;Robert Lee King;1970-01-01;[27723]
1733;Jorge Ramrez Surez;1970-01-01;[242575]
1734;Dan Ireland;1970-01-01;[133575]
1735;Fernando Len de Aranoa;1970-01-01;[54580]
1736;Jim Mickle;1970-01-01;[52015]
1737;Karim A?nouz;1970-01-01;[227975]
1738;Sam Levinson;1970-01-01;[60422]
1739;Aleksandr Veledinskiy;1970-01-01;[225235]
1740;Peter H. Hunt;1970-01-01;[14902]
1741;Ruba Nadda;1970-01-01;[121676]
1742;Edmund Goulding;1970-01-01;[22301]
1743;Edward Burns;1968-01-29;[20065, 11363, 16388]
1744;Sean Byrne;1970-01-01;[46420]
1745;Mark Griffiths;1970-01-01;[158150]
1746;Bruce MacDonald;1970-01-01;[251979]
1747;Victor Fleming;1970-01-01;[43306, 770, 630]
1748;Richard Raymond;1970-01-01;[266102]
1749;George Sidney;1970-01-01;[25209, 43546, 17820]
1750;Chris Morris;1970-01-01;[37495]
1751;Andrucha Waddington;1970-01-01;[29262]
1752;Peter Stebbings;1970-01-01;[34769]
1753;Vincente Minnelli;1970-01-01;[35032]
1754;Dagur Kri;1970-01-01;[5178]
1755;Kevin Carraway;1970-01-01;[352978]
1756;Michael Gornick;1970-01-01;[16288]
1757;Richard Brooks;1962-12-07;[261, 36334, 22013, 18900]
1758;Robert Eggers;1970-01-01;[310131]
1759;Michael Martin;1945-03-14;[40505]
1760;Gideon Raff;1970-01-01;[22007]
1761;Louis C.K.;1970-01-01;[10615]
1762;Anthony C. Ferrante;1970-01-01;[205321]
1763;Salvador Carrasco;1970-01-01;[89540]
1764;Andr ?vredal;1970-01-01;[46146]
1765;Robert Cary;1970-01-01;[38007]
1766;Adam Rapp;1970-01-01;[14256]
1767;Warren P. Sonoda;1970-01-01;[370464]
1768;Amanda Gusack;1970-01-01;[20055]
1769;Avi Nesher;1970-01-01;[224569]
1770;Charles Adelman;1970-01-01;[39303]
1771;Jay Oliva;1970-01-01;[142061]
1772;Charles Ferguson;1970-01-01;[44639, 12901, 370662]
1773;Mark Young;1970-01-01;[256740]
1774;Daniel Petrie, Jr.;1970-01-01;[299145]
1775;Antonio Simoncini;1970-01-01;[241766]
1776;Jrme Maison;1970-01-01;[1667]
1777;Eldar Rapaport;1970-01-01;[86549]
1778;Clark Gregg;1962-04-02;[13973]
1779;Damien Chazelle;1985-01-19;[244786]
1780;Ktia Lund;1970-01-01;[598]
1781;Justin Kerrigan;1970-01-01;[11129]
1782;Nathan Frankowski;1970-01-01;[75861]
1783;Karen Moncrieff;1970-01-01;[46989, 13551]
1784;Jennifer Finnigan;1970-01-01;[301748]
1785;Eric Styles;1970-01-01;[108346]
1786;Laurent Cantet;1970-01-01;[8841]
1787;John Ford;1970-01-01;[15875, 43266, 13909, 11697]
1788;Max Mayer;1970-01-01;[22051]
1789;Joshua Marston;1970-01-01;[436]
1790;John Gulager;1970-01-01;[10070]
1791;Brandon Cronenberg;1970-01-01;[125490]
1792;Frank Capra;1970-01-01;[3078, 1585, 3083, 248, 34106]
1793;Tod Williams;1970-01-01;[41436]
1794;Ted Post;1970-01-01;[1685, 4929]
1795;Kunihiko Yuyama;1970-01-01;[10991]
1796;Tom McLoughlin;1970-01-01;[10225]
1797;Adam Marcus;1970-01-01;[10285]
1798;John Maclean;1970-01-01;[223485]
1799;Benny Boom;1971-07-22;[18065]
1800;Arthur Rosson;1970-01-01;[3089]
1801;Nnegest Likk;1970-01-01;[30139]
1802;Christopher Leitch;1970-01-01;[15582]
1803;Patricia Cardoso;1970-01-01;[69640, 30309]
1804;Damien O'Donnell;1970-01-01;[10557]
1805;Peter M. Cohen;1970-01-01;[23531]
1806;Mel Stuart;1970-01-01;[252]
1807;Anthony Hickox;1970-01-01;[24126]
1808;Tom Schulman;1970-01-01;[13982]
1809;Jill Sprecher;1970-01-01;[55561, 17734]
1810;Darren Stein;1970-01-01;[18892, 219716]
1811;Patrick Doughtie;1970-01-01;[35691]
1812;Enrique Begn;1970-01-01;[317930]
1813;Matthew Bright;1970-01-01;[11229]
1814;Michael Landon Jr.;1970-01-01;[22488, 9916]
1815;Andrea Arnold;1970-01-01;[24469]
1816;Whit Stillman;1970-01-01;[82533, 15389]
1817;Leslye Headland;1970-01-01;[84174]
1818;Bobby Roth;1970-01-01;[34099]
1819;Eric Wareheim;1976-04-07;[79940]
1820;Kate Connor;1970-01-01;[281230]
1821;Deon Taylor;1970-01-01;[38033]
1822;Jason Alexander;1959-09-23;[100975]
1823;Conor McPherson;1970-01-01;[39563]
1824;Will Canon;1970-01-01;[234212]
1825;Philip Zlotorynski;1970-01-01;[27404]
1826;Lance Kawas;1970-01-01;[170480]
1827;Tatiana von Furstenberg;1970-01-01;[71866]
1828;Mrcio Garcia;1970-01-01;[192210]
1829;Craig Moss;1970-01-01;[157058, 38570]
1830;Michael Jai White;1967-11-10;[70006]
1831;Paolo Monico;1970-01-01;[79587]
1832;Victor Teran;1970-01-01;[176077]
1833;Darin Scott;1970-01-01;[260947]
1834;Christian Sesma;1970-01-01;[342502]
1835;Monte Hellman;1970-01-01;[191229]
1836;Brian Caunter;1970-01-01;[43213]
1837;Chris D'Arienzo;1970-01-01;[44594]
1838;Isaac Florentine;1970-01-01;[325173]
1839;Eugene Jarecki;1970-01-01;[43942]
1840;Leon Ford;1970-01-01;[66942]
1841;Hank Braxtan;1970-01-01;[356483]
1842;John Carl Buechler;1970-01-01;[10281]
1843;Rajkumar Hirani;1970-01-01;[21461]
1844;Victor Nunez;1970-01-01;[47889, 55306]
1845;Rohit Jugraj;1970-01-01;[346081]
1846;Thorbj?rn Christoffersen;1970-01-01;[16016]
1847;Alex van Warmerdam;1970-01-01;[5900]
1848;Pawe Pawlikowski;1970-01-01;[209274, 9709]
1849;Frank Sebastiano;1970-01-01;[14137]
1850;Stacy Peralta;1957-10-15;[1282, 291]
1851;Nacho Vigalondo;1970-01-01;[14139]
1852;Ning Hao;1970-01-01;[45380, 33106]
1853;Tony Giglio;1970-01-01;[8875]
1854;Gene Kelly;1912-08-23;[872]
1855;Kurt Engfehr;1970-01-01;[72914]
1856;Dinesh D'Souza;1961-04-25;[126509]
1857;Tommy Lee Wallace;1970-01-01;[10676]
1858;Don Taylor;1970-01-01;[1687]
1859;Leslie Small;1970-01-01;[74510, 181330]
1860;ric Tessier;1970-01-01;[50538]
1861;Alison Maclean;1970-01-01;[25636]
1862;Alice Wu;1970-01-01;[19316]
1863;Sarah Gavron;1970-01-01;[21074]
1864;Isabel Coixet;1970-01-01;[20]
1865;James Ponsoldt;1970-01-01;[157386]
1866;Joshua Tickell;1970-01-01;[13518]
1867;Tim Boxell;1970-01-01;[116584]
1868;Michael D. Sellers;1970-01-01;[46849]
1869;Steven Greenstreet;1970-01-01;[40428]
1870;James Dodson;1970-01-01;[17334]
1871;Alex Rivera;1970-01-01;[20764]
1872;John Murlowski;1970-01-01;[76706]
1873;Benni Diez;1970-01-01;[254472]
1874;Danny Perez;1970-01-01;[332285]
1875;Robby Henson;1970-01-01;[13569]
1876;Zackary Adler;1970-01-01;[356216]
1877;Dominic Burns;1970-01-01;[146631]
1878;Carmen Marron;1970-01-01;[61038]
1879;Jason Stone;1970-01-01;[283384]
1880;Jerry Rees;1970-01-01;[19933]
1881;Norman Ferguson;1970-01-01;[756]
1882;Jaco Booyens;1970-01-01;[433715]
1883;Danny Steinmann;1970-01-01;[9731]
1884;Jon Gunn;1970-01-01;[309425, 26916]
1885;Hayley Cloake;1970-01-01;[14156]
1886;Tay Garnett;1970-01-01;[43610]
1887;Shyam Madiraju;1970-01-01;[360339]
1888;Harmage Singh Kalirai;1970-01-01;[31163]
1889;Rita Merson;1970-01-01;[297621]
1890;William Wyler;1970-01-01;[887]
1891;Larry Clark;1943-01-19;[9517, 9344]
1892;Petter N?ss;1970-01-01;[6007]
1893;Robert Fontaine;1970-01-01;[364083]
1894;Neil Mcenery-West;1970-01-01;[347548]
1895;Anthony O'Brien;1970-01-01;[322443]
1896;Michael Herz;1970-01-01;[15239, 28165]
1897;David Robert Mitchell;1970-01-01;[270303]
1898;Robert Mulligan;1970-01-01;[595]
1899;Liu Chia-Liang;1970-01-01;[12207]
1900;Laura Lau;1970-01-01;[92182]
1901;Alex Kendrick;1970-01-01;[72213, 18925, 14438, 17345]
1902;Robert Rossen;1970-01-01;[990]
1903;Jack Conway;1970-01-01;[55604]
1904;Sylvain Chomet;1970-01-01;[9662]
1905;Chris Eyre;1970-01-01;[20862]
1906;Elia Kazan;1970-01-01;[702, 33667, 654]
1907;Debra Granik;1970-01-01;[39013]
1908;Henry King;1970-01-01;[43839]
1909;Miranda July;1970-01-01;[1382]
1910;Max Joseph;1970-01-01;[301351]
1911;Jim Jarmusch;1953-01-22;[4816]
1912;Kevin Tenney;1970-01-01;[17994]
1913;Ari Folman;1970-01-01;[8885]
1914;Marielle Heller;1970-01-01;[250124]
1915;David Sington;1970-01-01;[14284]
1916;Kelly Reichardt;1970-01-01;[57120, 26518, 8942]
1917;Bob Giraldi;1939-01-17;[22617]
1918;Andrew Gurland;1970-01-01;[42889]
1919;David Duchovny;1960-08-07;[24363]
1920;Mitchell Lichtenstein;1970-01-01;[13121]
1921;Lance Mungia;1970-01-01;[24746]
1922;Hue Rhodes;1970-01-01;[27023]
1923;Danny Provenzano;1970-01-01;[67373]
1924;Bill Muir;1970-01-01;[171759]
1925;Noah Buschel;1970-01-01;[35219]
1926;Brian Yuzna;1970-01-01;[28260]
1927;Hunter Richards;1970-01-01;[7515]
1928;Laurie Collyer;1970-01-01;[13075]
1929;Mario Miscione;1970-01-01;[335866]
1930;Phil Claydon;1970-01-01;[18238]
1931;Ralph Ziman;1970-01-01;[22600]
1932;John Simpson;1970-01-01;[12612]
1933;Stuart Ortiz;1970-01-01;[50698]
1934;Conor McMahon;1970-01-01;[115210]
1935;Chris Shadley;1970-01-01;[34335]
1936;Simon Napier-Bell;1970-01-01;[459488]
1937;Simon Yin;1970-01-01;[119458]
1938;Josh Crook;1970-01-01;[20406]
1939;Orson Welles;1915-05-06;[3766]
1940;Dave Payne;1970-01-01;[18616]
1941;Brad Copeland;1970-01-01;[198062]
1942;Paul Bunnell;1970-01-01;[188652]
1943;Phil Morrison;1970-01-01;[174311]
1944;Harald Reinl;1970-01-01;[12602]
1945;Tanner Beard;1970-01-01;[98549]
1946;Scott Dow;1976-03-17;[312793]
1947;Derick Martini;1970-01-01;[309919]
1948;Jerry Dugan;1970-01-01;[299553]
1949;Tim Hunter;1960-09-10;[21309]
1950;Richard Ayoade;1977-06-12;[49020]
1951;Jehane Noujaim;1970-01-01;[159037]
1952;Pascal Arnold;1970-01-01;[12838]
1953;Remo D'Souza;1970-01-01;[157293]
1954;John Laing;1970-01-01;[356987]
1955;Jamal Hill;1970-01-01;[295886]
1956;Daniel Stamm;1970-01-01;[38358]
1957;Carlos Carrera;1970-01-01;[542]
1958;Benh Zeitlin;1970-01-01;[84175]
1959;J. Lee Thompson;1970-01-01;[1705, 1688]
1960;Maggie Greenwald;1970-01-01;[62677]
1961;Vera Farmiga;1973-08-06;[50875]
1962;Vijay Chandar;1970-01-01;[260778]
1963;Jonathan Wacks;1970-01-01;[44562]
1964;Khyentse Norbu;1970-01-01;[37232]
1965;Tony Krantz;1970-01-01;[9783]
1966;Mitchell Altieri;1970-01-01;[386826]
1967;W.D. Hogan;1970-01-01;[205126]
1968;Corey Grant;1970-01-01;[98557]
1969;Lucky McKee;1970-01-01;[10894]
1970;Richard Boddington;1970-01-01;[246449]
1971;Steven R. Monroe;1970-01-01;[43947]
1972;Mark Illsley;1970-01-01;[24066]
1973;Ritesh Batra;1970-01-01;[191714]
1974;Sally Potter;1970-01-01;[25312]
1975;Brad J. Silverman;1970-01-01;[206284]
1976;Dave Meyers;1970-01-01;[27455]
1977;David M. Matthews;1970-01-01;[66468]
1978;Nadine Labaki;1970-01-01;[7973]
1979;Llus Qulez;1970-01-01;[283686]
1980;Eytan Fox;1970-01-01;[15976]
1981;Romesh Sharma;1970-01-01;[74084]
1982;Franois Truffaut;1970-01-01;[1651]
1983;Adam Goldberg;1970-10-25;[25428]
1984;Travis Zariwny;1970-01-01;[298584]
1985;Adrienne Shelly;1970-01-01;[10758]
1986;Newt Arnold;1970-01-01;[11690]
1987;Alex Cox;1970-01-01;[13820]
1988;Fabin Bielinsky;1970-01-01;[18079]
1989;Dror Moreh;1970-01-01;[127918]
1990;Rebecca Miller;1970-01-01;[17113]
1991;Maggie Carey;1970-01-01;[129139]
1992;Henry Bean;1970-01-01;[4012]
1993;Simeon Rice;1974-02-24;[323271]
1994;Jeff Garlin;1962-06-05;[13066]
1995;Qasim Basir;1970-01-01;[66025]
1996;Adam Green;1975-03-31;[11908]
1997;Charlie Chaplin;1889-04-16;[3082]
1998;Pete Jones;1970-01-01;[39541]
1999;Bruce Campbell;1958-06-22;[1961]
2000;Kevin Hench;1970-01-01;[291362]
2001;Bruce McDonald;1970-01-01;[23963]
2002;James Mottern;1970-01-01;[29406]
2003;Gerard Johnstone;1970-01-01;[253306]
2004;Robert Greenwald;1970-01-01;[40862, 29595]
2005;David Ray;1970-01-01;[46729]
2006;David Rodriguez;1970-01-01;[294600]
2007;Nae Caranfil;1970-01-01;[137347]
2008;David Winning;1970-01-01;[290370]
2009;Frank Lotito;1970-01-01;[426469]
2010;Timothy Woodward Jr.;1970-01-01;[356841]
2011;Tara Subkoff;1970-01-01;[301325]
2012;Russell Friedenberg;1970-01-01;[347755]
2013;David Hand;1970-01-01;[408]
2014;Lucrecia Martel;1970-01-01;[44413]
2015;Edward Dmytryk;1970-01-01;[39209]
2016;Zak Penn;1970-01-01;[48463]
2017;Alex Ranarivelo;1970-01-01;[394047]
2018;Trevor Matthews;1970-01-01;[312791]
2019;Mathieu Amalric;1965-10-25;[266034]
2020;David Worth;1970-01-01;[280381]
2021;Leslie H. Martinson;1970-01-01;[2661]
2022;Robert M. Young;1970-01-01;[218500]
